query,matched_text,rank
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","2. **Luftschadstoffemissionen (TS7.2)**: This requirement specifies that all heavy and light commercial vehicles must meet Euro V and Euro 5 standards, respectively. This aligns with the guideline's focus on vehicle emissions standards.",3
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","3. **Lieferung (4)**: The requirement states that the delivery must ensure the quality of food is maintained during transport, which is crucial for food safety and aligns with the guideline's emphasis on the quality of food delivery.",4
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","4. **Qualität (1)**: The requirement outlines the need for a balanced and child-friendly menu, which indirectly supports the guideline's focus on the quality of food being transported and served.",5
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","5. **Nachhaltigkeit (3)**: This requirement emphasizes the use of regional and seasonal products, which supports the guideline's sustainability goals in food transport.",6
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","6. **Bestellung (3)**: The requirement for an online ordering system and flexibility in orders supports efficient logistics, which is relevant to optimizing food transport.",7
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","7. **Rechnungsstellung (5)**: While primarily focused on billing, the requirement for clear and detailed invoicing can reflect the transparency and accountability of the food delivery service, which is indirectly related to the guideline.",8
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","8. **Eignungskriterien (2)**: This includes the need for experience in providing similar services, which ensures that the provider is capable of meeting the guideline's standards.",9
"TS TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
TS7.1. Senkung des Kraftstoffverbrauchs
Der Bieter muss einen Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen durch die für die Bereitstellung der Dienstleistung verwendeten Fahrzeug umsetzen und dabei die Optimierung der Routen, die transportierte Ladung, das Problem der „letzten Meile“ und, wenn es wirtschaftlich durchführbar ist, die Technologien in den Zuschlagskriterien AC3.2, AC3.3 und AC3.4 berücksichtigen.
TS7.2. Luftschadstoffemissionen
Alle schweren Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro V-Norm erfüllen. Alle leichten Nutzfahrzeuge, die zur Ausführung der Dienstleistung verwendet werden, müssen mindestens die Euro 5-Norm erfüllen.","9. **Verpflichtungen (7)**: This requirement emphasizes compliance with food safety regulations, which is essential for any food transport service.",10
"ZK TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Hinweis: Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
AC.3.1 Luftschadstoffemissionen
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand für die Lieferung aus Euro 6/VI-Fahrzeugen besteht.
Umfassendere Kriterien
AC.3.2. Treibhausgasemissionen
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand folgende Merkmale aufweist:
- leichte Nutzfahrzeuge, Ausstoß <= 45 g CO2/km (Typgenehmigungswert)
- Hybrid, bivalentes Erdgasfahrzeug eines Originalgeräteherstellers (OEM) (das bedeutet neu, keine Umwandlung auf dem Anschlussmarkt) mit Substitutionsquoten von mindestens 50 %, Hochdruck-Erdgas-
Direkteinspritzung, Plug-in-Hybrid, batterie- oder wasserstoffbetriebene schwere Nutzfahrzeuge
- Elektrofahrzeuge der Klasse L.
AC.3.3. Kühlmittel
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand für die Lieferung aus schweren Nutzfahrzeugen besteht, die Kühlmittel mit einem GWP-Wert unter 150 verwenden.
AC.3.4. Cyclelogistics
Hinweis: In den Städten, in denen die Topografie und die urbane Infrastruktur geeignet sind und für Dienstleistungen, die aus Lebensmittellieferungen geringen Umfangs bestehen, beispielsweise für kleine Sitzungen. Die Punkte werden an Angebote vergeben, die zur Erbringung der Dienstleistung einen Fahrzeugbestand anbieten, der Fahrräder und Fahrradanhänger umfasst und auch elektrisch betriebene Fahrräder
einschließen kann. Mit den Fahrrädern und Fahrradanhängern soll gemäß dem in TS7.1 festgelegten Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen das Problem der „letzten Meile“ gelöst werden.","To match the guideline ZK TS.7 Lebensmitteltransport (Verpflegungsdienstl.) with the provided requirements, we need to identify the requirements that pertain to the transportation of food, vehicle emissions, and sustainability, as outlined in the guideline. Here are the most relevant requirements ranked based on their alignment with the guideline:",1
"ZK TS.7 Lebensmitteltransport (Verpflegungsdienstl.)
Hinweis: Diese Kriterien gelten nur, wenn die Lebensmittellieferung Teil der vertraglich vereinbarten Dienstleistung ist und der Fahrzeugbestand vom Bieter kontrolliert wird. „Lebensmittellieferung“ umfasst den Transport von Lebensmitteln zu der Küche, in der sie verarbeitet werden, und zum Ort der Leistungserbringung, wenn dieser sich an einer anderen Stelle befindet.
AC.3.1 Luftschadstoffemissionen
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand für die Lieferung aus Euro 6/VI-Fahrzeugen besteht.
Umfassendere Kriterien
AC.3.2. Treibhausgasemissionen
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand folgende Merkmale aufweist:
- leichte Nutzfahrzeuge, Ausstoß <= 45 g CO2/km (Typgenehmigungswert)
- Hybrid, bivalentes Erdgasfahrzeug eines Originalgeräteherstellers (OEM) (das bedeutet neu, keine Umwandlung auf dem Anschlussmarkt) mit Substitutionsquoten von mindestens 50 %, Hochdruck-Erdgas-
Direkteinspritzung, Plug-in-Hybrid, batterie- oder wasserstoffbetriebene schwere Nutzfahrzeuge
- Elektrofahrzeuge der Klasse L.
AC.3.3. Kühlmittel
Die Punkte werden an Bieter vergeben, deren kompletter Fahrzeugbestand für die Lieferung aus schweren Nutzfahrzeugen besteht, die Kühlmittel mit einem GWP-Wert unter 150 verwenden.
AC.3.4. Cyclelogistics
Hinweis: In den Städten, in denen die Topografie und die urbane Infrastruktur geeignet sind und für Dienstleistungen, die aus Lebensmittellieferungen geringen Umfangs bestehen, beispielsweise für kleine Sitzungen. Die Punkte werden an Angebote vergeben, die zur Erbringung der Dienstleistung einen Fahrzeugbestand anbieten, der Fahrräder und Fahrradanhänger umfasst und auch elektrisch betriebene Fahrräder
einschließen kann. Mit den Fahrrädern und Fahrradanhängern soll gemäß dem in TS7.1 festgelegten Plan zur Verringerung der Treibhausgasemissionen und der Luftschadstoffemissionen das Problem der „letzten Meile“ gelöst werden.","1. **Lieferung**: ""Sie liefern an jeden Standort direkt, bis in die Kühlzellen."" - This requirement directly relates to the transportation of food to the designated locations, which is a key aspect of the guideline.",2
